0,0.33,31.30,#,#,#,#,#,#,#,#,#,#,-9.79,-5.15,-2.84,0.26,0.23,-0.45,22.41,0,1000.00,*D7
2115,1235.79,55.10,#,#,#,#,#,#,#,184.73,0.32,25.47,26.88,-5.86,-7.40,5.86,-0.08,0.29,0.02,25.80,0,1000.00,*54
2116,1236.38,54.40,#,#,#,#,#,#,#,184.90,0.32,25.47,26.87,-6.26,-8.54,9.55,-0.03,-1.08,-0.03,25.71,0,1000.00,*CB
2117,1236.96,55.10,#,#,#,#,#,#,#,185.04,0.32,25.47,26.87,-4.41,-8.78,7.65,-0.76,-0.64,-0.13,25.75,0,1000.00,*94
2118,1237.54,55.10,#,#,#,#,#,#,#,184.99,0.32,25.47,26.88,-5.11,-5.76,6.05,0.53,0.56,-0.69,25.75,0,1000.00,*4A
2119,1238.13,55.80,#,#,#,#,#,#,#,184.99,0.32,25.46,26.85,-4.71,-4.95,6.74,0.27,-1.09,0.32,25.71,0,1000.00,*48
2120,1238.71,55.10,#,#,#,#,#,#,#,184.89,0.32,25.46,26.85,-3.69,-6.84,7.14,-0.21,-1.40,0.02,25.61,0,1000.00,*D6
2121,1239.30,55.10,#,#,#,#,#,#,#,185.03,0.31,25.46,26.87,-4.40,-4.08,4.04,-0.51,0.65,-0.27,25.71,0,1000.00,*82
2122,1239.88,54.40,#,#,#,#,#,#,#,184.87,0.32,25.46,26.85,-4.39,-5.09,5.23,0.37,-0.15,-0.68,25.75,0,1000.00,*98
2123,1240.46,55.10,#,#,#,#,#,#,#,184.92,0.32,25.45,26.83,-4.10,-4.05,2.70,0.21,-0.16,0.43,25.66,0,1000.00,*B2
2124,1241.05,55.10,#,#,#,#,#,#,#,184.96,0.32,25.45,26.83,-4.10,-2.71,4.36,0.00,0.50,0.02,25.71,0,1000.00,*B5
2125,1241.63,55.10,#,#,#,#,#,#,#,184.56,0.32,25.45,26.84,-5.82,-4.97,4.56,-0.15,0.37,-0.26,25.71,0,1000.00,*E7
2126,1242.22,55.10,#,#,#,#,#,#,#,184.68,0.31,25.46,26.85,-6.75,-6.03,7.18,-0.41,-0.18,-0.20,25.80,0,1000.00,*44
2127,1242.80,55.10,#,#,#,#,#,#,#,185.00,0.32,25.45,26.85,-7.14,-6.76,7.54,0.25,0.26,0.26,25.66,0,1000.00,*1F
2128,1243.38,55.10,#,#,#,#,#,#,#,184.75,0.32,25.45,26.87,-5.61,-6.27,7.44,-0.02,0.33,0.15,25.80,0,1000.00,*97
2129,1243.97,55.10,#,#,#,#,#,#,#,184.66,0.32,25.45,26.87,-8.39,-8.17,8.13,0.14,-0.28,-0.28,25.80,0,1000.00,*74
2130,1244.56,55.10,#,#,#,#,#,#,#,184.86,0.32,25.45,26.87,-5.59,-7.12,7.55,-0.68,-0.87,0.34,25.66,0,1000.00,*30
2131,1245.14,55.10,#,#,#,#,#,#,#,184.74,0.32,25.44,26.85,-4.62,-5.35,7.83,0.60,0.13,0.27,25.71,0,1000.00,*18
2132,1245.72,55.10,#,#,#,#,#,#,#,184.77,0.32,25.45,26.85,-4.83,-6.82,8.40,0.60,-0.61,0.76,25.75,0,1000.00,*4E
2133,1246.30,55.10,#,#,#,#,#,#,#,184.58,0.32,25.44,26.84,-5.45,-3.62,5.13,-0.01,0.21,-0.76,25.71,0,1000.00,*8C
2134,1246.89,55.10,#,#,#,#,#,#,#,184.93,0.32,25.43,26.83,-4.38,-5.27,5.04,-0.52,0.18,0.28,25.71,0,1000.00,*77
2135,1247.47,55.10,#,#,#,#,#,#,#,184.84,0.32,25.44,26.83,-5.18,-5.37,4.80,-0.09,0.13,-0.37,25.66,0,1000.00,*83
2136,1248.06,55.10,#,#,#,#,#,#,#,184.63,0.32,25.43,26.81,-4.44,-6.03,4.90,-0.27,-0.52,0.18,25.71,0,1000.00,*EB
2137,1248.64,55.10,#,#,#,#,#,#,#,184.70,0.32,25.43,26.81,-4.75,-4.92,4.89,-0.34,-0.33,0.06,25.66,0,1000.00,*FC
2138,1249.22,55.10,#,#,#,#,#,#,#,184.66,0.32,25.43,26.81,-4.62,-5.15,4.58,-0.02,-0.48,0.60,25.75,0,1000.00,*C7
2139,1249.81,55.10,#,#,#,#,#,#,#,184.70,0.31,25.43,26.79,-4.71,-6.59,5.71,-0.24,-0.59,-0.06,25.75,0,1000.00,*75
2140,1250.39,55.10,#,#,#,#,#,#,#,184.60,0.32,25.43,26.81,-4.82,-4.90,4.08,0.13,-0.39,0.91,25.66,0,1000.00,*60
2141,1250.98,55.10,#,#,#,#,#,#,#,184.69,0.32,25.43,26.79,-4.38,-4.76,4.21,0.31,-0.16,0.33,25.66,0,1000.00,*EB
2142,1251.56,55.10,#,#,#,#,#,#,#,184.62,0.32,25.43,26.81,-3.98,-3.91,1.87,-0.37,0.01,0.36,25.75,0,1000.00,*CF
2143,1252.14,55.10,#,#,#,#,#,#,#,184.45,0.32,25.42,26.79,-4.48,-4.97,2.02,-0.52,0.72,-0.41,25.66,0,1000.00,*28
2144,1252.73,55.10,#,#,#,#,#,#,#,184.72,0.32,25.42,26.79,-5.74,-6.58,1.71,-0.62,0.25,-0.32,25.66,0,1000.00,*48
2145,1253.32,55.10,#,#,#,#,#,#,#,184.60,0.32,25.42,26.79,-6.79,-6.40,3.06,0.08,0.20,0.14,25.66,0,1000.00,*A6
2146,1253.90,55.10,#,#,#,#,#,#,#,184.49,0.32,25.41,26.79,-6.24,-7.21,2.95,-0.10,1.12,-0.33,25.71,0,1000.00,*74
2147,1254.48,55.10,#,#,#,#,#,#,#,184.62,0.32,25.41,26.79,-6.18,-8.96,4.17,-0.59,-0.50,0.01,25.66,0,1000.00,*7E
2148,1255.07,55.10,#,#,#,#,#,#,#,184.58,0.31,25.41,26.78,-7.99,-6.91,4.16,0.55,0.61,0.09,25.71,0,1000.00,*C7
2149,1255.66,55.10,#,#,#,#,#,#,#,184.55,0.32,25.42,26.79,-7.30,-7.18,8.26,0.28,0.08,0.11,25.66,0,1000.00,*28
2150,1256.24,55.10,#,#,#,#,#,#,#,184.58,0.32,25.41,26.79,-5.26,-7.04,7.27,0.36,-0.67,-0.07,25.66,0,1000.00,*52
2151,1256.82,55.10,#,#,#,#,#,#,#,184.77,0.32,25.41,26.79,-5.41,-7.42,6.11,0.24,0.41,-0.39,25.66,0,1000.00,*F8
2152,1257.40,55.10,#,#,#,#,#,#,#,184.69,0.32,25.41,26.80,-5.20,-5.33,4.81,-0.41,-0.88,-0.36,25.75,0,1000.00,*68
2153,1257.99,55.10,#,#,#,#,#,#,#,184.61,0.32,25.41,26.82,-4.22,-5.00,3.30,-0.27,-0.37,0.42,25.71,0,1000.00,*61
2154,1258.57,55.10,#,#,#,#,#,#,#,184.78,0.32,25.40,26.82,-5.23,-4.59,4.81,1.44,-0.09,0.66,25.75,0,1000.00,*B6
2155,1259.16,55.10,#,#,#,#,#,#,#,184.49,0.32,25.41,26.82,-5.45,-5.43,2.17,0.26,0.80,0.19,25.71,0,1000.00,*48
2156,1259.74,54.40,#,#,#,#,#,#,#,184.56,0.32,25.39,26.80,-6.54,-5.88,2.52,-0.25,0.44,-0.40,25.61,0,1000.00,*BF
2157,1260.32,55.10,#,#,#,#,#,#,#,184.61,0.32,25.40,26.82,-6.28,-6.13,3.96,-0.50,0.78,-0.03,25.71,0,1000.00,*39
2158,1260.91,55.10,#,#,#,#,#,#,#,184.57,0.31,25.40,26.83,-6.29,-8.79,4.98,-0.84,0.00,-0.15,25.71,0,1000.00,*9C
2159,1261.49,55.10,#,#,#,#,#,#,#,184.68,0.32,25.40,26.83,-8.27,-7.59,3.48,-0.33,0.38,0.29,25.66,0,1000.00,*2D
2160,1262.08,55.10,#,#,#,#,#,#,#,184.38,0.32,25.39,26.83,-5.98,-11.19,4.37,-0.76,-2.00,-0.58,25.61,0,1000.00,*B8
2161,1262.66,55.10,#,#,#,#,#,#,#,184.52,0.32,25.39,26.82,-4.52,-9.76,4.32,0.10,0.94,0.20,25.66,0,1000.00,*96
2162,1263.25,55.10,#,#,#,#,#,#,#,184.58,0.32,25.39,26.80,-3.87,-11.10,-0.52,0.62,-1.21,0.02,25.66,0,1000.00,*5A
2163,1263.83,55.10,#,#,#,#,#,#,#,184.49,0.32,25.38,26.82,-3.26,-8.84,0.72,0.00,0.24,-0.67,25.66,0,1000.00,*4E
2164,1264.41,54.40,#,#,#,#,#,#,#,184.38,0.32,25.38,26.84,-2.23,-6.77,-0.55,-0.17,-0.61,-0.32,25.52,0,1000.00,*7D
2165,1265.00,55.10,#,#,#,#,#,#,#,184.40,0.32,25.38,26.86,-2.23,-6.52,-0.64,-0.11,0.58,0.02,25.66,0,1000.00,*CA
2166,1265.58,55.10,#,#,#,#,#,#,#,184.48,0.31,25.38,26.90,-3.40,-5.78,0.13,-0.30,0.07,0.19,25.66,0,1000.00,*2E
2167,1266.17,54.40,#,#,#,#,#,#,#,184.56,0.32,25.38,26.93,-4.10,-7.74,0.36,-0.43,0.45,0.09,25.66,0,1000.00,*97
2168,1266.75,54.40,#,#,#,#,#,#,#,184.33,0.32,25.38,26.97,-4.81,-9.28,0.03,-0.18,0.52,0.18,25.75,0,1000.00,*A6
2169,1267.33,55.10,#,#,#,#,#,#,#,184.43,0.32,25.38,26.98,-5.61,-10.45,0.41,-0.07,-0.17,-0.03,25.66,0,1000.00,*6E
2170,1267.92,55.10,#,#,#,#,#,#,#,184.47,0.32,25.38,27.00,-6.25,-11.00,0.79,0.10,0.58,0.07,25.61,0,1000.00,*F7
2171,1268.51,55.10,#,#,#,#,#,#,#,184.35,0.31,25.38,27.02,-4.20,-12.17,1.23,-0.04,-0.41,-0.36,25.57,0,1000.00,*37
2172,1269.09,55.10,#,#,#,#,#,#,#,184.38,0.32,25.37,27.03,-4.81,-11.90,0.63,0.37,0.32,-0.41,25.57,0,1000.00,*3B
2173,1269.67,55.10,#,#,#,#,#,#,#,184.42,0.32,25.37,27.03,-2.90,-10.32,0.19,-1.15,-0.63,-0.20,25.61,0,1000.00,*D6
2174,1270.26,55.10,#,#,#,#,#,#,#,184.56,0.32,25.37,27.05,-0.61,-7.19,-4.46,1.60,-0.09,0.08,25.57,0,1000.00,*BC
2175,1270.84,55.10,#,#,#,#,#,#,#,184.45,0.32,25.37,27.08,-2.98,-7.95,2.35,1.05,-2.14,0.18,25.57,0,1000.00,*B7
2176,1271.43,55.10,#,#,#,#,#,#,#,184.55,0.31,25.37,27.09,-2.23,-4.79,6.93,-0.05,-0.41,-0.13,25.66,0,1000.00,*7B
2177,1272.01,55.10,#,#,#,#,#,#,#,184.64,0.32,25.37,27.13,-1.97,-5.07,4.36,-0.05,0.41,0.69,25.71,0,1000.00,*78
2178,1272.59,55.10,#,#,#,#,#,#,#,184.48,0.32,25.38,27.20,-2.79,-5.25,5.22,-0.30,0.72,-0.17,25.61,0,1000.00,*43
2179,1273.18,54.40,#,#,#,#,#,#,#,184.46,0.32,25.38,27.21,-4.67,-5.20,3.67,-0.09,1.03,-0.08,25.66,0,1000.00,*A3
2180,1273.76,55.10,#,#,#,#,#,#,#,184.70,0.32,25.37,27.24,-5.36,-7.20,-0.27,-0.90,1.16,-0.27,25.66,0,1000.00,*BD
2181,1274.34,55.10,#,#,#,#,#,#,#,184.54,0.32,25.37,27.24,-6.32,-8.25,0.12,-0.00,0.16,0.11,25.71,0,1000.00,*54
2182,1274.93,55.10,#,#,#,#,#,#,#,184.41,0.32,25.36,27.22,-6.46,-9.63,2.35,-0.39,0.25,0.06,25.66,0,1000.00,*8B
2183,1275.51,54.40,#,#,#,#,#,#,#,184.60,0.32,25.37,27.17,-7.80,-11.38,2.23,0.35,-0.02,0.31,25.66,0,1000.00,*73
2184,1276.09,54.40,#,#,#,#,#,#,#,184.56,0.32,25.36,27.14,-6.06,-10.07,2.35,0.13,-0.18,-0.21,25.57,0,1000.00,*65
2185,1276.69,54.40,#,#,#,#,#,#,#,184.77,0.31,25.37,27.10,-6.21,-10.32,1.39,0.04,0.14,-0.03,25.61,0,1000.00,*88
2186,1277.27,54.40,#,#,#,#,#,#,#,184.69,0.32,25.36,27.09,-4.34,-11.79,0.52,0.33,-0.85,-0.71,25.66,0,1000.00,*61
2187,1277.86,54.40,#,#,#,#,#,#,#,185.13,0.32,25.35,27.09,-4.47,-12.63,0.64,0.14,-0.21,-0.50,25.61,0,1000.00,*23
2188,1278.44,55.10,#,#,#,#,#,#,#,184.92,0.32,25.36,27.09,-3.96,-11.21,1.74,0.23,-0.81,-0.17,25.57,0,1000.00,*1C
2189,1279.02,55.10,#,#,#,#,#,#,#,185.04,0.32,25.35,27.10,-3.27,-10.82,1.35,0.26,-0.04,0.38,25.71,0,1000.00,*98
2190,1279.61,54.40,#,#,#,#,#,#,#,185.28,0.32,25.35,27.10,-2.06,-11.55,0.66,0.36,-0.66,-0.03,25.71,0,1000.00,*66
2191,1280.19,55.10,#,#,#,#,#,#,#,185.17,0.32,25.36,27.11,-3.14,-9.98,2.09,0.42,-0.15,0.16,25.66,0,1000.00,*10
2192,1280.78,55.10,#,#,#,#,#,#,#,185.10,0.32,25.36,27.13,-3.51,-10.70,2.72,0.47,-0.83,0.47,25.66,0,1000.00,*9F
2193,1281.36,55.10,#,#,#,#,#,#,#,184.89,0.32,25.35,27.14,-4.02,-8.34,2.44,0.57,0.88,0.10,25.52,0,1000.00,*4A
2194,1281.94,54.40,#,#,#,#,#,#,#,185.30,0.32,25.35,27.15,-3.92,-9.64,1.70,-0.24,0.17,0.29,25.66,0,1000.00,*AD
2195,1282.53,55.10,#,#,#,#,#,#,#,185.27,0.32,25.35,27.16,-7.30,-4.68,1.67,0.94,0.45,0.15,25.57,0,1000.00,*FB
2196,1283.11,54.40,#,#,#,#,#,#,#,185.34,0.32,25.34,27.17,-6.89,-5.38,2.10,-0.37,-0.51,0.04,25.61,0,1000.00,*36
2197,1283.69,55.10,#,#,#,#,#,#,#,185.26,0.32,25.35,27.14,-6.84,-5.20,1.81,0.89,0.77,-0.02,25.57,0,1000.00,*EC
2198,1284.28,55.10,#,#,#,#,#,#,#,185.32,0.32,25.34,27.11,-5.93,-6.94,3.24,-0.83,-1.38,0.08,25.66,0,1000.00,*F5
2199,1284.86,54.40,#,#,#,#,#,#,#,185.36,0.32,25.34,27.07,-4.51,-8.61,2.80,0.11,0.12,-0.23,25.66,0,1000.00,*2E
2200,1285.45,55.10,#,#,#,#,#,#,#,185.43,0.32,25.34,27.02,-4.19,-10.14,2.31,-0.78,-1.22,-0.33,25.61,0,1000.00,*CB
2201,1286.03,55.10,#,#,#,#,#,#,#,185.37,0.32,25.33,26.97,-5.03,-9.01,0.43,0.03,0.78,0.30,25.61,0,1000.00,*C3
2202,1286.61,55.10,#,#,#,#,#,#,#,185.40,0.32,25.34,26.97,-6.35,-8.06,1.17,0.25,-0.09,0.21,25.61,0,1000.00,*BD
2203,1287.20,55.10,#,#,#,#,#,#,#,185.29,0.31,25.34,27.00,-4.56,-9.95,1.53,-0.73,-1.23,-0.48,25.61,0,1000.00,*4D
2204,1287.79,55.10,#,#,#,#,#,#,#,185.63,0.32,25.33,27.00,-4.95,-8.17,2.91,-0.02,-0.47,-0.01,25.71,0,1000.00,*6F
2205,1288.37,54.40,#,#,#,#,#,#,#,185.20,0.32,25.33,27.00,-6.22,-6.93,2.11,0.79,1.31,0.19,25.52,0,1000.00,*49
2206,1288.95,54.40,#,#,#,#,#,#,#,185.60,0.32,25.33,27.02,-6.62,-6.79,0.80,-0.81,-0.59,-0.21,25.61,0,1000.00,*82
2207,1289.54,55.10,#,#,#,#,#,#,#,185.50,0.32,25.33,27.03,-6.88,-7.10,2.00,0.37,0.69,0.32,25.57,0,1000.00,*41
2208,1290.12,54.40,#,#,#,#,#,#,#,185.67,0.32,25.33,27.01,-6.83,-6.79,0.86,-0.15,0.00,-0.03,25.52,0,1000.00,*50
2209,1290.71,54.40,#,#,#,#,#,#,#,185.54,0.32,25.33,27.00,-6.66,-6.88,1.52,0.21,0.01,0.16,25.52,0,1000.00,*62
2210,1291.29,55.10,#,#,#,#,#,#,#,185.40,0.32,25.32,26.97,-7.30,-6.07,1.26,0.13,0.22,-0.08,25.61,0,1000.00,*B2
2211,1291.88,55.10,#,#,#,#,#,#,#,185.60,0.32,25.32,26.96,-7.03,-6.40,1.28,-0.15,-0.06,-0.04,25.66,0,1000.00,*76
2212,1292.46,54.40,#,#,#,#,#,#,#,185.24,0.32,25.31,26.94,-6.55,-6.67,2.62,0.08,-0.05,-0.01,25.57,0,1000.00,*9B
2213,1293.04,55.10,#,#,#,#,#,#,#,185.27,0.32,25.31,26.92,-6.45,-6.72,0.91,0.08,-0.07,0.06,25.52,0,1000.00,*87
2214,1293.63,55.10,#,#,#,#,#,#,#,185.51,0.32,25.32,26.90,-6.68,-6.79,1.23,-0.32,-0.35,-0.36,25.52,0,1000.00,*56
2215,1294.21,55.10,#,#,#,#,#,#,#,185.30,0.32,25.32,26.88,-5.29,-5.05,2.04,-0.37,1.19,-0.03,25.57,0,1000.00,*A2
2216,1294.79,54.40,#,#,#,#,#,#,#,185.39,0.32,25.30,26.87,-5.00,-6.06,1.75,0.58,0.52,-0.14,25.47,0,1000.00,*4D
2217,1295.38,55.10,#,#,#,#,#,#,#,185.30,0.32,25.31,26.88,-8.22,-6.46,2.74,0.27,-0.30,0.15,25.61,0,1000.00,*68
2218,1295.96,55.10,#,#,#,#,#,#,#,185.39,0.32,25.30,26.86,-9.37,-8.28,5.18,0.40,-0.84,-0.37,25.52,0,1000.00,*AF
2219,1296.54,55.10,#,#,#,#,#,#,#,185.35,0.32,25.30,26.85,-7.80,-8.77,3.04,-0.21,0.38,-0.28,25.47,0,1000.00,*7E
2220,1297.13,55.10,#,#,#,#,#,#,#,185.06,0.32,25.30,26.83,-8.46,-9.90,1.76,0.21,-0.41,-0.24,25.52,0,1000.00,*A1
2221,1297.71,55.10,#,#,#,#,#,#,#,185.12,0.32,25.30,26.85,-6.05,-9.50,2.20,-0.47,-0.53,-0.54,25.57,0,1000.00,*5C
2222,1298.30,54.40,#,#,#,#,#,#,#,185.29,0.31,25.30,26.82,-7.76,-6.83,0.81,0.23,1.89,0.69,25.52,0,1000.00,*2D
2223,1298.88,55.10,#,#,#,#,#,#,#,185.26,0.32,25.30,26.82,-6.14,-7.93,3.84,0.53,-0.64,0.34,25.52,0,1000.00,*ED
2224,1299.47,55.10,#,#,#,#,#,#,#,185.48,0.32,25.30,26.82,-5.22,-7.24,4.74,0.48,-0.06,0.21,25.52,0,1000.00,*A2
2225,1300.05,55.10,#,#,#,#,#,#,#,185.45,0.32,25.29,26.82,-3.93,-7.66,4.23,0.15,-0.47,0.75,25.57,0,1000.00,*59
2226,1300.64,55.10,#,#,#,#,#,#,#,185.31,0.32,25.29,26.83,-5.61,-7.41,3.92,0.85,0.39,0.09,25.57,0,1000.00,*AE
2227,1301.22,54.40,#,#,#,#,#,#,#,185.48,0.32,25.29,26.84,-4.18,-6.82,3.79,-0.57,-0.65,-0.28,25.47,0,1000.00,*53
2228,1301.80,54.40,#,#,#,#,#,#,#,185.59,0.32,25.29,26.82,-4.83,-6.63,4.86,-0.59,-0.21,-0.48,25.57,0,1000.00,*AD
2229,1302.39,54.40,#,#,#,#,#,#,#,185.53,0.32,25.29,26.83,-5.78,-7.37,5.48,0.67,1.11,-0.44,25.47,0,1000.00,*F8
2230,1302.97,54.40,#,#,#,#,#,#,#,185.28,0.32,25.29,26.83,-6.50,-6.19,1.88,0.25,0.94,-0.15,25.57,0,1000.00,*B5
2231,1303.56,54.40,#,#,#,#,#,#,#,185.52,0.32,25.29,26.86,-6.36,-7.26,1.67,-0.13,-0.04,0.18,25.57,0,1000.00,*7A
2232,1304.14,54.40,#,#,#,#,#,#,#,185.36,0.32,25.29,26.88,-5.47,-6.52,2.98,-0.55,-2.21,0.44,25.52,0,1000.00,*AE
2233,1304.73,55.10,#,#,#,#,#,#,#,185.49,0.32,25.28,26.87,-4.84,-7.44,4.13,-1.06,-0.39,0.17,25.52,0,1000.00,*6E
2234,1305.31,54.40,#,#,#,#,#,#,#,185.18,0.32,25.28,26.83,-6.45,-9.17,6.51,0.29,-0.17,-0.44,25.52,0,1000.00,*7F
2235,1305.89,55.10,#,#,#,#,#,#,#,185.43,0.32,25.28,26.83,-4.04,-6.46,3.75,-0.77,0.22,-0.36,25.52,0,1000.00,*40
2236,1306.48,55.10,#,#,#,#,#,#,#,185.43,0.32,25.28,26.82,-5.47,-5.43,1.41,-0.21,0.36,-0.19,25.47,0,1000.00,*8D
2237,1307.06,54.40,#,#,#,#,#,#,#,185.35,0.32,25.28,26.84,-10.38,-10.15,6.48,-0.83,-1.74,-1.27,25.47,0,1000.00,*D2
2238,1307.64,54.40,#,#,#,#,#,#,#,184.68,0.32,25.28,26.87,-7.56,-5.83,4.58,1.47,1.38,-0.04,25.57,0,1000.00,*64
2239,1308.23,55.10,#,#,#,#,#,#,#,184.79,0.32,25.27,26.85,-6.49,-7.35,4.78,0.88,-0.17,0.03,25.42,0,1000.00,*4E
2240,1308.81,55.10,#,#,#,#,#,#,#,184.95,0.31,25.27,26.87,-6.54,-7.64,3.73,0.11,0.53,-0.58,25.66,0,1000.00,*55
2241,1309.40,55.10,#,#,#,#,#,#,#,184.70,0.32,25.27,26.87,-6.81,-6.55,4.20,-0.78,-0.18,-0.19,25.47,0,1000.00,*BF
2242,1309.98,55.10,#,#,#,#,#,#,#,185.07,0.32,25.26,26.87,-7.08,-6.32,4.43,0.48,1.17,-0.00,25.47,0,1000.00,*8A
2243,1310.56,55.10,#,#,#,#,#,#,#,184.91,0.32,25.27,26.85,-6.80,-6.01,3.57,-0.23,-0.19,0.00,25.47,0,1000.00,*BA
2244,1311.15,54.40,#,#,#,#,#,#,#,184.69,0.32,25.27,26.83,-7.15,-6.28,3.92,0.13,-0.11,0.05,25.47,0,1000.00,*53
2245,1311.73,54.40,#,#,#,#,#,#,#,184.76,0.32,25.27,26.82,-6.55,-6.10,3.56,-0.03,-0.02,-0.12,25.57,0,1000.00,*21
2246,1312.32,55.10,#,#,#,#,#,#,#,184.80,0.32,25.26,26.80,-6.01,-6.39,3.70,-0.11,0.10,-0.08,25.47,0,1000.00,*D3
2247,1312.90,54.40,#,#,#,#,#,#,#,184.64,0.32,25.26,26.77,-5.92,-6.65,3.77,-0.06,-0.08,0.00,25.47,0,1000.00,*2E
2248,1313.48,55.10,#,#,#,#,#,#,#,185.01,0.32,25.26,26.75,-5.97,-6.40,3.97,-0.05,-0.01,0.00,25.47,0,1000.00,*7C
2249,1314.07,54.40,#,#,#,#,#,#,#,184.47,0.31,25.26,26.75,-5.89,-6.54,4.15,-0.04,0.02,-0.06,25.52,0,1000.00,*DB
2250,1314.65,54.40,#,#,#,#,#,#,#,184.66,0.32,25.25,26.74,-5.75,-6.62,4.19,-0.19,-0.01,-0.02,25.57,0,1000.00,*2C
2251,1315.24,55.10,#,#,#,#,#,#,#,184.97,0.32,25.26,26.74,-5.31,-6.84,3.89,-0.25,-0.08,-0.15,25.52,0,1000.00,*FD
2252,1315.82,54.40,#,#,#,#,#,#,#,184.68,0.32,25.25,26.73,-4.07,-7.98,3.91,-0.25,-0.22,0.02,25.47,0,1000.00,*65
2253,1316.40,55.10,#,#,#,#,#,#,#,184.75,0.32,25.25,26.73,-5.24,-6.84,4.97,0.09,-0.06,0.16,25.47,0,1000.00,*1B
2254,1316.99,54.40,#,#,#,#,#,#,#,184.70,0.31,25.26,26.73,-6.32,-5.61,4.96,0.06,-0.08,0.16,25.47,0,1000.00,*C9
2255,1317.58,54.40,#,#,#,#,#,#,#,184.73,0.32,25.25,26.73,-5.26,-5.94,5.29,-0.22,-0.03,0.00,25.57,0,1000.00,*F3
2256,1318.16,54.40,#,#,#,#,#,#,#,184.46,0.32,25.25,26.73,-4.76,-7.23,6.13,-0.79,-1.21,0.33,25.47,0,1000.00,*B3
2257,1318.74,54.40,#,#,#,#,#,#,#,184.41,0.31,25.25,26.74,-4.41,-7.35,3.35,0.11,0.10,0.35,25.52,0,1000.00,*2A
2258,1319.34,55.10,#,#,#,#,#,#,#,184.63,0.31,25.24,26.75,-3.10,-6.21,5.73,0.09,-0.34,0.18,25.52,0,1000.00,*72
2259,1319.92,54.40,#,#,#,#,#,#,#,184.54,0.32,25.24,26.74,-3.73,-5.85,2.21,0.47,1.57,-0.05,25.47,0,1000.00,*3D
2260,1320.50,54.40,#,#,#,#,#,#,#,184.79,0.32,25.25,26.75,-5.23,-5.70,3.18,0.83,0.73,0.09,25.42,0,1000.00,*E1
2261,1321.09,55.10,#,#,#,#,#,#,#,184.64,0.32,25.24,26.77,-4.07,-6.16,2.71,-0.11,0.56,-0.23,25.42,0,1000.00,*D7
2262,1321.67,54.40,#,#,#,#,#,#,#,184.78,0.32,25.24,26.79,-3.64,-7.15,4.71,0.45,0.25,0.14,25.42,0,1000.00,*40
2263,1322.25,55.10,#,#,#,#,#,#,#,184.78,0.32,25.24,26.82,-3.96,-7.38,4.53,-0.41,-0.57,0.03,25.52,0,1000.00,*C4
2264,1322.84,54.40,#,#,#,#,#,#,#,184.54,0.32,25.24,26.82,-3.20,-7.31,6.28,0.16,-0.10,-0.56,25.52,0,1000.00,*B1
2265,1323.42,54.40,#,#,#,#,#,#,#,184.59,0.32,25.24,26.82,-2.71,-6.91,6.92,0.05,0.22,-0.03,25.42,0,1000.00,*C1
2266,1324.00,54.40,#,#,#,#,#,#,#,184.89,0.32,25.23,26.83,-3.05,-7.19,5.57,0.38,0.95,0.00,25.42,0,1000.00,*ED
2267,1324.59,54.40,#,#,#,#,#,#,#,184.44,0.32,25.24,26.85,-3.04,-5.20,7.17,-0.05,0.08,0.03,25.38,0,1000.00,*5E
2268,1325.17,55.10,#,#,#,#,#,#,#,184.64,0.32,25.24,26.88,-5.01,-6.20,4.50,-0.43,0.36,-0.33,25.52,0,1000.00,*B9
2269,1325.76,55.10,#,#,#,#,#,#,#,184.73,0.32,25.24,26.90,-4.79,-7.36,4.15,-0.16,0.00,0.00,25.47,0,1000.00,*6D
2270,1326.34,54.40,#,#,#,#,#,#,#,184.86,0.32,25.23,26.91,-4.70,-7.89,3.93,-0.09,-0.03,-0.03,25.42,0,1000.00,*31
2271,1326.93,54.40,#,#,#,#,#,#,#,184.65,0.32,25.23,26.90,-4.83,-7.69,3.69,-0.09,0.02,0.01,25.42,0,1000.00,*1D
2272,1327.52,54.40,#,#,#,#,#,#,#,184.77,0.31,25.23,26.89,-4.70,-7.73,4.03,-0.04,0.02,0.00,25.52,0,1000.00,*A8
2273,1328.10,54.40,#,#,#,#,#,#,#,184.79,0.32,25.22,26.88,-4.77,-7.68,3.89,-0.09,0.05,-0.02,25.42,0,1000.00,*15
2274,1328.68,54.40,#,#,#,#,#,#,#,184.72,0.32,25.23,26.86,-4.70,-7.71,3.78,-0.05,-0.03,-0.02,25.38,0,1000.00,*25
2275,1329.27,54.40,#,#,#,#,#,#,#,184.90,0.32,25.23,26.86,-4.66,-7.64,3.86,-0.06,-0.01,0.00,25.52,0,1000.00,*81
2276,1329.85,55.10,#,#,#,#,#,#,#,184.76,0.32,25.23,26.85,-4.46,-7.48,4.02,-0.16,-0.01,-0.00,25.47,0,1000.00,*10
2277,1330.44,54.40,#,#,#,#,#,#,#,184.73,0.31,25.23,26.85,-4.75,-7.75,4.36,-0.11,-0.02,0.00,25.47,0,1000.00,*2D
2278,1331.02,54.40,#,#,#,#,#,#,#,184.92,0.32,25.22,26.85,-4.47,-7.47,3.99,-0.09,-0.00,-0.03,25.47,0,1000.00,*8E
2279,1331.60,54.40,#,#,#,#,#,#,#,184.67,0.32,25.22,26.84,-4.56,-7.68,4.22,-0.04,0.03,-0.02,25.42,0,1000.00,*BD
