0,0.33,31.30,#,#,#,#,#,#,#,#,#,#,-9.79,-5.15,-2.84,0.26,0.23,-0.45,22.41,0,1000.00,*D7
678,396.19,50.90,#,#,#,#,#,#,#,186.92,0.32,24.66,36.63,-3.07,0.14,-8.88,-0.04,0.07,-0.02,25.71,0,1000.00,*43
679,396.77,51.60,#,#,#,#,#,#,#,186.66,0.32,24.66,36.61,-2.81,0.39,-9.37,-0.03,0.00,-0.08,25.71,0,1000.00,*25
680,397.36,51.60,#,#,#,#,#,#,#,186.38,0.32,24.67,36.57,-2.96,0.12,-9.27,-0.13,0.01,-0.04,25.66,0,1000.00,*51
681,397.94,51.60,#,#,#,#,#,#,#,186.61,0.32,24.67,36.56,-2.71,0.23,-9.23,0.13,0.27,0.00,25.66,0,1000.00,*9D
682,398.52,50.90,#,#,#,#,#,#,#,186.85,0.32,24.67,36.55,-2.13,0.40,-9.35,-0.07,0.04,-0.01,25.71,0,1000.00,*DD
683,399.11,51.60,#,#,#,#,#,#,#,186.69,0.32,24.67,36.53,-2.58,0.34,-9.13,-0.11,0.07,0.02,25.66,0,1000.00,*85
684,399.69,51.60,#,#,#,#,#,#,#,186.67,0.32,24.67,36.51,-2.67,0.28,-9.32,-0.11,0.04,0.00,25.66,0,1000.00,*82
685,400.28,51.60,#,#,#,#,#,#,#,186.35,0.32,24.68,36.49,-3.02,-0.11,-9.25,-0.04,0.01,-0.00,25.75,0,1000.00,*83
686,400.86,51.60,#,#,#,#,#,#,#,186.38,0.32,24.69,36.48,-2.74,0.30,-9.12,-0.06,0.02,-0.04,25.66,0,1000.00,*35
687,401.44,51.60,#,#,#,#,#,#,#,186.49,0.32,24.69,36.47,-2.73,0.28,-9.44,-0.05,0.03,-0.00,25.71,0,1000.00,*CA
688,402.03,50.90,#,#,#,#,#,#,#,186.62,0.32,24.69,36.46,-2.74,0.23,-9.66,-0.11,0.05,-0.00,25.61,0,1000.00,*7E
689,402.61,51.60,#,#,#,#,#,#,#,186.52,0.32,24.69,36.45,-2.75,0.42,-9.36,-0.10,0.04,-0.03,25.75,0,1000.00,*F1
690,403.20,51.60,#,#,#,#,#,#,#,186.56,0.32,24.69,36.44,-2.69,0.45,-9.39,-0.06,0.06,-0.03,25.75,0,1000.00,*52
691,403.78,51.60,#,#,#,#,#,#,#,186.65,0.32,24.69,36.41,-2.63,0.36,-9.36,-0.03,0.04,-0.04,25.71,0,1000.00,*75
692,404.37,51.60,#,#,#,#,#,#,#,186.81,0.32,24.70,36.40,-2.61,0.41,-9.37,-0.09,0.03,-0.00,25.66,0,1000.00,*2E
693,404.95,51.60,#,#,#,#,#,#,#,186.49,0.32,24.70,36.39,-2.69,0.44,-9.34,-0.08,0.05,-0.02,25.75,0,1000.00,*C6
694,405.53,51.60,#,#,#,#,#,#,#,186.69,0.32,24.70,36.38,-2.60,0.42,-9.20,-0.08,0.00,-0.01,25.66,0,1000.00,*F4
695,406.12,51.60,#,#,#,#,#,#,#,186.91,0.32,24.70,36.37,-2.63,0.36,-9.40,-0.06,0.02,-0.02,25.66,0,1000.00,*BB
696,406.70,51.60,#,#,#,#,#,#,#,186.66,0.32,24.71,36.36,-2.57,0.35,-9.20,-0.07,0.03,-0.02,25.66,0,1000.00,*E0
697,407.28,51.60,#,#,#,#,#,#,#,186.72,0.32,24.71,36.33,-2.60,0.41,-9.38,-0.09,0.03,-0.00,25.66,0,1000.00,*38
698,407.87,51.60,#,#,#,#,#,#,#,186.55,0.32,24.71,36.33,-2.68,0.39,-9.34,-0.08,0.03,-0.01,25.75,0,1000.00,*AE
699,408.45,51.60,#,#,#,#,#,#,#,186.65,0.32,24.71,36.32,-2.54,0.28,-9.27,-0.00,0.03,-0.03,25.75,0,1000.00,*1D
700,409.03,51.60,#,#,#,#,#,#,#,186.79,0.32,24.72,36.30,-2.61,0.30,-9.41,-0.06,0.02,-0.00,25.71,0,1000.00,*8A
701,409.62,51.60,#,#,#,#,#,#,#,186.54,0.32,24.72,36.29,-2.46,0.28,-9.45,-0.08,0.03,-0.00,25.71,0,1000.00,*3A
702,410.21,51.60,#,#,#,#,#,#,#,186.74,0.32,24.72,36.29,-2.59,0.39,-9.35,-0.07,-0.02,-0.01,25.71,0,1000.00,*FF
703,410.79,51.60,#,#,#,#,#,#,#,186.63,0.32,24.72,36.28,-2.58,0.35,-9.23,-0.08,0.02,-0.01,25.80,0,1000.00,*4E
704,411.37,51.60,#,#,#,#,#,#,#,186.74,0.32,24.72,36.27,-2.59,0.28,-9.33,-0.03,0.00,0.00,25.75,0,1000.00,*33
705,411.95,51.60,#,#,#,#,#,#,#,186.56,0.32,24.72,36.25,-2.54,0.18,-9.44,-0.07,0.05,-0.03,25.71,0,1000.00,*F9
706,412.54,51.60,#,#,#,#,#,#,#,186.75,0.32,24.72,36.24,-2.55,0.18,-9.41,-0.04,0.04,-0.02,25.66,0,1000.00,*C8
707,413.12,51.60,#,#,#,#,#,#,#,186.55,0.32,24.73,36.23,-3.82,0.35,-9.87,0.06,-1.34,-0.00,25.75,0,1000.00,*A2
708,413.71,51.60,#,#,#,#,#,#,#,186.63,0.32,24.73,36.22,-9.04,-0.57,-2.79,0.04,-0.48,-0.15,25.75,0,1000.00,*BB
709,414.29,51.60,#,#,#,#,#,#,#,186.39,0.32,24.74,36.20,-7.64,1.72,-5.15,-2.15,1.47,1.39,25.71,0,1000.00,*6D
710,414.87,51.60,#,#,#,#,#,#,#,186.67,0.32,24.74,36.19,-5.91,7.03,-2.03,-0.15,0.12,0.13,25.66,0,1000.00,*C3
711,415.47,51.60,#,#,#,#,#,#,#,186.27,0.31,24.74,36.15,-4.77,8.14,-2.34,-1.20,0.52,0.97,25.75,0,1000.00,*70
712,416.05,51.60,#,#,#,#,#,#,#,186.60,0.32,24.74,36.12,-2.43,9.67,0.38,-0.10,-0.15,-0.24,25.75,0,1000.00,*44
713,416.63,51.60,#,#,#,#,#,#,#,186.54,0.32,24.74,36.09,-2.52,9.34,0.33,-0.03,0.05,-0.12,25.80,0,1000.00,*A1
714,417.22,51.60,#,#,#,#,#,#,#,186.58,0.32,24.75,36.06,-2.53,9.34,0.55,0.04,0.11,-0.02,25.75,0,1000.00,*50
715,417.80,51.60,#,#,#,#,#,#,#,186.46,0.32,24.75,36.04,-2.53,9.41,-0.24,-0.10,-0.01,0.00,25.75,0,1000.00,*51
716,418.38,51.60,#,#,#,#,#,#,#,186.50,0.32,24.75,36.04,-1.64,9.54,-0.41,0.37,0.86,0.21,25.75,0,1000.00,*9E
717,418.97,51.60,#,#,#,#,#,#,#,186.36,0.32,24.76,36.03,0.20,9.59,-3.47,0.17,1.31,0.03,25.75,0,1000.00,*2E
718,419.55,51.60,#,#,#,#,#,#,#,186.37,0.32,24.76,36.03,-0.56,9.51,-0.83,0.38,-1.25,0.18,25.85,0,1000.00,*9B
719,420.13,51.60,#,#,#,#,#,#,#,186.20,0.32,24.76,36.03,-2.18,9.55,-3.29,-0.10,-0.04,0.15,25.80,0,1000.00,*89
720,420.72,52.30,#,#,#,#,#,#,#,186.30,0.32,24.77,36.00,-3.82,8.80,-3.09,-0.00,-0.36,-0.31,25.71,0,1000.00,*31
721,421.30,51.60,#,#,#,#,#,#,#,186.35,0.32,24.77,35.99,-4.27,8.44,-1.05,-0.15,-0.11,-0.04,25.71,0,1000.00,*27
722,421.89,51.60,#,#,#,#,#,#,#,186.17,0.32,24.77,35.99,-5.84,8.27,-1.68,0.18,-0.00,-0.45,25.80,0,1000.00,*82
723,422.47,51.60,#,#,#,#,#,#,#,186.16,0.32,24.77,35.98,-7.98,5.54,-1.81,0.34,0.10,-0.41,25.85,0,1000.00,*BE
724,423.05,51.60,#,#,#,#,#,#,#,186.30,0.32,24.77,35.96,-7.81,5.20,-2.38,-0.06,-0.00,-0.05,25.80,0,1000.00,*12
725,423.64,51.60,#,#,#,#,#,#,#,186.48,0.32,24.78,35.95,-7.75,5.02,-2.39,-0.09,0.05,0.03,25.75,0,1000.00,*45
726,424.22,51.60,#,#,#,#,#,#,#,186.44,0.32,24.77,35.94,-7.75,4.71,-2.26,-0.11,-0.01,0.00,25.75,0,1000.00,*2F
727,424.81,51.60,#,#,#,#,#,#,#,186.50,0.32,24.78,35.91,-7.82,4.12,-3.63,-0.69,0.18,0.55,25.75,0,1000.00,*78
728,425.39,52.30,#,#,#,#,#,#,#,186.41,0.32,24.78,35.89,-6.91,5.98,-3.02,-0.19,-0.03,-0.43,25.75,0,1000.00,*25
729,425.97,51.60,#,#,#,#,#,#,#,186.12,0.32,24.78,35.88,-7.47,4.60,-3.36,-0.04,0.34,-0.25,25.80,0,1000.00,*30
730,426.56,51.60,#,#,#,#,#,#,#,186.22,0.32,24.79,35.86,-7.56,4.98,-3.10,0.21,0.02,-0.39,25.80,0,1000.00,*CE
731,427.15,51.60,#,#,#,#,#,#,#,186.29,0.32,24.79,35.84,-7.56,5.20,-2.91,0.06,-0.03,-0.08,25.75,0,1000.00,*8F
732,427.73,51.60,#,#,#,#,#,#,#,186.47,0.32,24.79,35.82,-7.65,5.20,-2.74,-0.06,0.00,-0.05,25.75,0,1000.00,*A9
733,428.31,52.30,#,#,#,#,#,#,#,186.41,0.32,24.79,35.81,-7.32,6.78,-2.83,-1.27,0.16,0.11,25.75,0,1000.00,*F6
734,428.90,51.60,#,#,#,#,#,#,#,186.44,0.32,24.79,35.78,-5.52,8.25,0.85,-0.14,0.13,-0.05,25.89,0,1000.00,*C4
735,429.48,51.60,#,#,#,#,#,#,#,186.66,0.32,24.80,35.78,-4.94,8.07,1.53,0.08,0.17,-0.16,25.80,0,1000.00,*F9
736,430.06,51.60,#,#,#,#,#,#,#,186.49,0.32,24.80,35.76,-5.99,8.27,1.02,0.19,0.08,-0.20,25.75,0,1000.00,*54
737,430.65,52.30,#,#,#,#,#,#,#,186.52,0.32,24.80,35.77,-5.24,8.27,1.09,-0.06,0.01,-0.02,25.80,0,1000.00,*5C
738,431.23,51.60,#,#,#,#,#,#,#,186.51,0.32,24.80,35.75,-5.15,8.22,1.13,0.22,-0.07,-0.21,25.75,0,1000.00,*76
739,431.81,51.60,#,#,#,#,#,#,#,186.49,0.32,24.81,35.74,-5.80,7.68,1.63,0.01,0.34,-0.36,25.85,0,1000.00,*14
740,432.40,52.30,#,#,#,#,#,#,#,186.49,0.32,24.80,35.74,-6.38,6.94,0.28,0.51,-0.16,-0.31,25.75,0,1000.00,*7D
741,432.98,52.30,#,#,#,#,#,#,#,186.28,0.32,24.80,35.72,-5.55,7.55,0.41,-0.00,-0.12,0.00,25.75,0,1000.00,*A4
742,433.56,51.60,#,#,#,#,#,#,#,186.26,0.32,24.81,35.72,-5.71,8.11,0.16,-0.08,0.03,-0.07,25.80,0,1000.00,*1B
743,434.15,51.60,#,#,#,#,#,#,#,186.33,0.32,24.81,35.71,-5.60,8.02,0.06,0.03,-0.06,-0.08,25.80,0,1000.00,*29
744,434.74,52.30,#,#,#,#,#,#,#,186.27,0.32,24.82,35.71,-5.53,8.06,0.15,-0.04,0.05,0.02,25.85,0,1000.00,*97
745,435.32,52.30,#,#,#,#,#,#,#,186.51,0.32,24.82,35.70,-5.41,7.93,0.34,0.00,0.03,-0.01,25.80,0,1000.00,*F6
746,435.90,52.30,#,#,#,#,#,#,#,186.42,0.32,24.81,35.69,-5.44,7.92,0.22,-0.07,-0.00,0.06,25.75,0,1000.00,*42
747,436.48,52.30,#,#,#,#,#,#,#,186.43,0.32,24.82,35.69,-5.56,7.91,0.09,-0.03,0.03,-0.03,25.75,0,1000.00,*11
748,437.08,52.30,#,#,#,#,#,#,#,186.35,0.31,24.83,35.68,-5.39,8.17,0.17,-0.05,0.06,-0.06,25.75,0,1000.00,*66
749,437.66,51.60,#,#,#,#,#,#,#,186.53,0.32,24.83,35.66,-5.57,8.04,0.39,-0.06,0.00,-0.08,25.75,0,1000.00,*CD
750,438.24,51.60,#,#,#,#,#,#,#,186.32,0.32,24.82,35.65,-5.28,7.95,0.41,-0.03,0.01,-0.00,25.85,0,1000.00,*C0
751,438.83,51.60,#,#,#,#,#,#,#,186.34,0.32,24.83,35.64,-5.41,8.02,0.21,-0.07,0.04,-0.00,25.80,0,1000.00,*C3
752,439.41,52.30,#,#,#,#,#,#,#,186.34,0.32,24.83,35.64,-5.51,8.02,0.11,-0.04,0.03,0.01,25.85,0,1000.00,*70
753,439.99,51.60,#,#,#,#,#,#,#,186.28,0.32,24.84,35.63,-5.20,8.08,-0.01,-0.06,-0.03,-0.00,25.75,0,1000.00,*C6
754,440.58,52.30,#,#,#,#,#,#,#,186.32,0.32,24.84,35.63,-5.16,8.02,0.08,-0.08,0.02,0.04,25.85,0,1000.00,*62
755,441.16,51.60,#,#,#,#,#,#,#,186.36,0.32,24.83,35.62,-5.34,8.14,0.02,-0.07,0.03,0.02,25.75,0,1000.00,*E1
756,441.74,52.30,#,#,#,#,#,#,#,186.46,0.32,24.84,35.61,-5.23,8.06,0.07,-0.03,0.00,-0.01,25.80,0,1000.00,*40
757,442.33,51.60,#,#,#,#,#,#,#,186.32,0.32,24.84,35.60,-5.32,8.29,-0.17,-0.06,0.04,0.01,25.89,0,1000.00,*C4
758,442.91,52.30,#,#,#,#,#,#,#,186.42,0.32,24.84,35.60,-5.27,8.39,0.02,-0.06,-0.02,-0.01,25.75,0,1000.00,*6F
759,443.50,52.30,#,#,#,#,#,#,#,186.36,0.32,24.84,35.60,-4.85,8.09,-0.69,-0.25,-0.04,-0.09,25.80,0,1000.00,*30
760,444.08,52.30,#,#,#,#,#,#,#,186.37,0.32,24.85,35.58,-4.57,8.12,-2.95,0.61,0.19,0.34,25.80,0,1000.00,*45
761,444.66,52.30,#,#,#,#,#,#,#,186.53,0.32,24.85,35.57,-5.26,2.65,-6.40,0.96,0.57,-0.59,25.85,0,1000.00,*EF
762,445.25,52.30,#,#,#,#,#,#,#,186.77,0.32,24.85,35.57,-4.27,0.85,-8.81,0.30,-0.79,-0.06,25.85,0,1000.00,*C7
763,445.83,52.30,#,#,#,#,#,#,#,186.59,0.32,24.85,35.55,-6.14,-0.61,-7.35,-0.04,-0.04,-0.29,25.85,0,1000.00,*FB
764,446.42,51.60,#,#,#,#,#,#,#,186.78,0.32,24.86,35.54,-5.99,-0.11,-7.13,-0.29,0.32,0.06,25.75,0,1000.00,*44
765,447.00,51.60,#,#,#,#,#,#,#,186.60,0.32,24.86,35.53,-5.37,0.17,-7.55,0.04,0.10,-0.10,25.80,0,1000.00,*C8
766,447.58,52.30,#,#,#,#,#,#,#,186.61,0.32,24.86,35.52,-4.72,-1.72,-7.89,0.04,0.04,-0.07,25.89,0,1000.00,*3B
767,448.17,52.30,#,#,#,#,#,#,#,186.87,0.32,24.87,35.50,-4.71,-2.07,-8.35,-0.21,-0.39,0.07,25.80,0,1000.00,*2C
768,448.75,51.60,#,#,#,#,#,#,#,186.57,0.32,24.86,35.50,-5.95,-2.55,-7.64,0.07,0.21,-0.16,25.85,0,1000.00,*5D
769,449.34,52.30,#,#,#,#,#,#,#,186.44,0.32,24.87,35.49,-5.04,-2.61,-8.17,-0.06,-0.00,-0.05,25.75,0,1000.00,*8A
770,449.92,52.30,#,#,#,#,#,#,#,186.48,0.32,24.87,35.50,-5.04,-2.78,-7.43,-0.13,-0.03,-0.03,25.85,0,1000.00,*2A
771,450.50,52.30,#,#,#,#,#,#,#,186.52,0.32,24.87,35.48,-4.81,-2.91,-7.60,-0.15,-0.02,0.10,25.85,0,1000.00,*80
772,451.09,52.30,#,#,#,#,#,#,#,186.39,0.32,24.87,35.47,-4.70,-2.96,-8.03,-0.09,0.04,0.01,25.80,0,1000.00,*8B
773,451.68,52.30,#,#,#,#,#,#,#,186.40,0.32,24.88,35.47,-4.45,-2.91,-8.09,-0.12,0.03,-0.03,25.94,0,1000.00,*4F
774,452.26,52.30,#,#,#,#,#,#,#,186.59,0.32,24.88,35.46,-4.43,-2.89,-7.95,-0.06,0.09,-0.04,25.85,0,1000.00,*C1
775,452.84,52.30,#,#,#,#,#,#,#,186.33,0.32,24.88,35.45,-4.37,-2.98,-8.10,-0.06,0.06,0.00,25.85,0,1000.00,*59
776,453.43,51.60,#,#,#,#,#,#,#,186.50,0.32,24.88,35.45,-4.20,-2.99,-8.10,-0.04,0.06,-0.02,25.94,0,1000.00,*9C
777,454.01,52.30,#,#,#,#,#,#,#,186.34,0.32,24.88,35.45,-4.91,-3.06,-8.03,-0.00,-0.56,-0.12,25.89,0,1000.00,*DF
778,454.60,52.30,#,#,#,#,#,#,#,186.63,0.32,24.88,35.44,-4.12,-6.61,-4.82,0.55,0.23,-0.32,25.85,0,1000.00,*39
779,455.18,52.30,#,#,#,#,#,#,#,186.58,0.32,24.89,35.43,-8.02,-4.37,-1.17,0.00,-0.63,1.00,25.85,0,1000.00,*B0
780,455.76,52.30,#,#,#,#,#,#,#,186.26,0.32,24.89,35.43,-9.72,0.59,2.35,-0.23,-0.06,0.24,25.85,0,1000.00,*E0
781,456.35,52.30,#,#,#,#,#,#,#,186.55,0.32,24.89,35.44,-9.29,1.22,2.01,0.14,0.20,0.11,25.99,0,1000.00,*5A
782,456.93,52.30,#,#,#,#,#,#,#,186.53,0.32,24.89,35.42,-9.45,1.82,0.34,-0.05,0.14,0.06,25.75,0,1000.00,*BC
783,457.51,52.30,#,#,#,#,#,#,#,186.43,0.32,24.90,35.38,-9.01,1.99,0.05,-0.21,-0.18,0.00,25.89,0,1000.00,*A1
784,458.10,52.30,#,#,#,#,#,#,#,186.32,0.32,24.90,35.35,-9.39,2.00,0.27,0.01,0.20,-0.11,25.80,0,1000.00,*73
785,458.68,52.30,#,#,#,#,#,#,#,186.27,0.32,24.90,35.31,-9.47,2.15,-0.11,-0.03,0.05,0.05,25.89,0,1000.00,*FE
786,459.28,52.30,#,#,#,#,#,#,#,186.18,0.31,24.91,35.30,-9.40,2.29,-0.13,-0.04,0.06,-0.06,25.94,0,1000.00,*23
787,459.86,52.30,#,#,#,#,#,#,#,186.44,0.32,24.90,35.28,-9.17,2.15,-0.06,-0.11,0.03,0.00,25.80,0,1000.00,*2F
788,460.44,52.30,#,#,#,#,#,#,#,186.41,0.32,24.90,35.27,-9.28,2.17,-0.18,-0.07,0.07,0.00,25.85,0,1000.00,*2E
789,461.03,52.30,#,#,#,#,#,#,#,186.50,0.32,24.90,35.24,-9.19,2.12,-0.28,-0.05,0.07,-0.00,25.89,0,1000.00,*E6
790,461.61,52.30,#,#,#,#,#,#,#,186.26,0.32,24.91,35.23,-9.28,2.18,-0.40,-0.08,0.08,-0.03,25.89,0,1000.00,*1F
791,462.20,51.60,#,#,#,#,#,#,#,186.31,0.32,24.91,35.22,-9.12,2.37,-0.38,-0.05,0.03,-0.00,25.89,0,1000.00,*D3
792,462.78,52.30,#,#,#,#,#,#,#,186.33,0.32,24.91,35.21,-9.53,1.90,-0.55,-0.08,0.04,-0.03,25.85,0,1000.00,*A8
793,463.36,52.30,#,#,#,#,#,#,#,186.29,0.32,24.92,35.20,-9.56,2.11,-0.53,-0.08,0.06,-0.02,25.94,0,1000.00,*41
794,463.95,52.30,#,#,#,#,#,#,#,186.26,0.32,24.92,35.17,-8.87,1.36,-1.20,0.16,-0.25,-0.36,25.85,0,1000.00,*5F
795,464.53,52.30,#,#,#,#,#,#,#,186.30,0.32,24.91,35.16,-9.70,1.57,-0.59,-0.14,0.15,-0.16,25.85,0,1000.00,*E9
796,465.11,52.30,#,#,#,#,#,#,#,186.32,0.32,24.92,35.14,-9.02,0.47,0.66,-0.09,0.00,0.11,25.89,0,1000.00,*11
797,465.70,52.30,#,#,#,#,#,#,#,186.36,0.32,24.92,35.13,-10.01,0.99,-0.50,-0.12,0.14,-0.14,25.89,0,1000.00,*C0
798,466.28,52.30,#,#,#,#,#,#,#,186.33,0.32,24.92,35.13,-9.74,-0.22,1.59,-0.03,-0.25,0.17,25.99,0,1000.00,*AB
799,466.86,52.30,#,#,#,#,#,#,#,185.97,0.32,24.93,35.11,-9.19,0.84,3.47,0.12,0.26,-0.05,25.85,0,1000.00,*88
800,467.45,52.30,#,#,#,#,#,#,#,186.26,0.32,24.93,35.10,-9.36,0.70,2.91,-0.18,0.10,0.04,25.80,0,1000.00,*BB
801,468.03,52.30,#,#,#,#,#,#,#,186.10,0.32,24.93,35.10,-9.40,0.36,2.23,-0.15,0.35,-0.16,25.89,0,1000.00,*F3
802,468.61,52.30,#,#,#,#,#,#,#,186.07,0.32,24.93,35.08,-9.62,0.43,0.61,-0.22,-0.04,0.10,25.85,0,1000.00,*44
803,469.20,52.30,#,#,#,#,#,#,#,186.27,0.32,24.93,35.07,-9.78,1.00,1.43,-0.33,0.21,0.06,25.85,0,1000.00,*B5
804,469.78,52.30,#,#,#,#,#,#,#,186.38,0.32,24.93,35.06,-9.59,0.83,1.22,-0.24,0.15,0.03,25.85,0,1000.00,*D1
805,470.36,52.30,#,#,#,#,#,#,#,186.40,0.32,24.94,35.05,-9.64,0.87,0.08,-0.07,0.12,-0.06,25.85,0,1000.00,*B6
806,470.95,52.30,#,#,#,#,#,#,#,186.17,0.32,24.93,35.04,-9.44,0.68,-0.34,-0.08,0.13,0.00,25.94,0,1000.00,*A0
807,471.53,52.30,#,#,#,#,#,#,#,186.23,0.32,24.93,35.03,-9.50,0.43,-0.36,-0.10,-0.02,0.00,25.89,0,1000.00,*78
808,472.11,52.30,#,#,#,#,#,#,#,186.26,0.32,24.94,35.02,-9.66,0.63,-0.03,-0.12,-0.00,-0.00,25.89,0,1000.00,*1C
809,472.70,52.30,#,#,#,#,#,#,#,186.33,0.32,24.94,35.00,-9.80,0.23,-1.26,-0.23,0.26,-0.03,25.94,0,1000.00,*80
810,473.28,52.30,#,#,#,#,#,#,#,186.45,0.32,24.94,34.99,-9.66,0.26,-0.31,-0.53,0.21,0.16,25.89,0,1000.00,*2F
811,473.86,52.30,#,#,#,#,#,#,#,186.28,0.32,24.94,34.98,-9.36,0.75,-0.93,0.00,0.06,0.09,25.80,0,1000.00,*DF
812,474.45,52.30,#,#,#,#,#,#,#,186.18,0.32,24.94,34.99,-9.29,0.65,-1.08,-0.09,0.09,-0.00,25.94,0,1000.00,*95
813,475.03,52.30,#,#,#,#,#,#,#,186.19,0.32,24.95,34.97,-9.60,0.62,-0.65,-0.18,0.10,0.00,25.89,0,1000.00,*27
814,475.62,52.30,#,#,#,#,#,#,#,186.11,0.32,24.95,34.97,-9.54,0.72,-0.76,-0.04,0.12,-0.00,25.89,0,1000.00,*BC
815,476.20,52.30,#,#,#,#,#,#,#,186.29,0.32,24.95,34.96,-9.46,0.62,-1.32,-0.08,0.00,0.04,25.89,0,1000.00,*68
816,476.78,52.30,#,#,#,#,#,#,#,186.48,0.32,24.95,34.95,-9.67,0.81,-1.20,-0.14,-0.04,0.00,25.89,0,1000.00,*3E
817,477.37,52.30,#,#,#,#,#,#,#,186.33,0.32,24.96,34.94,-9.58,0.62,-1.12,-0.11,-0.06,-0.04,25.89,0,1000.00,*FA
818,477.96,52.30,#,#,#,#,#,#,#,186.60,0.32,24.96,34.92,-9.36,0.17,-0.39,-0.12,-0.17,-0.06,25.85,0,1000.00,*B0
819,478.54,53.00,#,#,#,#,#,#,#,186.51,0.32,24.96,34.91,-9.69,0.63,-0.65,-0.08,0.03,0.04,25.89,0,1000.00,*C5
820,479.12,52.30,#,#,#,#,#,#,#,186.48,0.32,24.96,34.91,-9.42,0.55,-0.59,-0.04,-0.05,-0.01,25.89,0,1000.00,*DE
821,479.70,52.30,#,#,#,#,#,#,#,186.52,0.32,24.96,34.90,-9.55,0.40,-0.54,-0.09,0.02,0.03,25.94,0,1000.00,*64
822,480.29,52.30,#,#,#,#,#,#,#,186.40,0.32,24.96,34.90,-9.94,0.57,-0.13,-0.20,0.04,-0.02,25.89,0,1000.00,*39
823,480.88,52.30,#,#,#,#,#,#,#,186.24,0.31,24.97,34.89,-9.31,1.05,-0.37,-0.39,0.63,-0.07,25.89,0,1000.00,*E3
824,481.46,52.30,#,#,#,#,#,#,#,186.22,0.32,24.97,34.89,-9.51,1.54,-1.33,-0.19,-0.11,0.05,25.94,0,1000.00,*AB
825,482.05,52.30,#,#,#,#,#,#,#,186.44,0.32,24.97,34.88,-9.24,0.96,-1.32,0.27,-0.29,0.13,25.94,0,1000.00,*E8
826,482.63,53.00,#,#,#,#,#,#,#,186.24,0.32,24.97,34.88,-9.28,0.74,-2.30,0.50,0.39,-0.08,25.94,0,1000.00,*FE
827,483.21,52.30,#,#,#,#,#,#,#,186.30,0.32,24.98,34.87,-8.99,-0.54,-2.18,0.18,0.15,-0.01,25.94,0,1000.00,*7E
828,483.80,52.30,#,#,#,#,#,#,#,186.04,0.32,24.98,34.87,-9.00,-1.06,-2.78,-0.10,0.27,-0.19,25.89,0,1000.00,*76
829,484.38,53.00,#,#,#,#,#,#,#,186.51,0.32,24.97,34.86,-9.13,-1.48,-2.69,0.03,-0.15,0.07,25.94,0,1000.00,*F4
830,484.97,52.30,#,#,#,#,#,#,#,186.46,0.32,24.98,34.85,-9.15,-0.83,-2.63,-0.08,0.09,0.01,25.94,0,1000.00,*1B
831,485.55,52.30,#,#,#,#,#,#,#,186.27,0.32,24.98,34.85,-9.28,-0.51,-2.39,-0.17,0.02,-0.05,25.99,0,1000.00,*A6
832,486.14,52.30,#,#,#,#,#,#,#,186.52,0.32,24.98,34.83,-9.01,-0.41,-1.21,-0.00,-0.29,-0.17,25.99,0,1000.00,*29
833,486.72,52.30,#,#,#,#,#,#,#,186.10,0.32,24.99,34.82,-8.19,-2.09,-3.81,0.17,1.04,-0.27,25.89,0,1000.00,*11
834,487.30,52.30,#,#,#,#,#,#,#,186.73,0.32,24.98,34.82,-5.01,-0.83,-8.41,-0.33,-0.16,0.26,25.94,0,1000.00,*B4
835,487.89,52.30,#,#,#,#,#,#,#,186.82,0.32,24.98,34.82,-5.66,0.07,-7.84,-0.48,-0.43,0.27,25.94,0,1000.00,*AE
836,488.47,52.30,#,#,#,#,#,#,#,186.59,0.32,24.99,34.82,-7.27,0.67,-6.25,0.12,0.16,-0.14,25.89,0,1000.00,*A5
837,489.05,53.00,#,#,#,#,#,#,#,186.50,0.32,24.99,34.83,-6.78,0.74,-6.91,0.24,0.71,-0.15,25.99,0,1000.00,*AB
838,489.64,52.30,#,#,#,#,#,#,#,186.67,0.32,24.99,34.83,-0.08,-0.73,-9.03,-0.22,-0.05,-0.04,25.99,0,1000.00,*E3
839,490.22,52.30,#,#,#,#,#,#,#,186.69,0.32,25.00,34.84,-2.26,-0.26,-9.71,0.07,-0.53,-0.11,25.99,0,1000.00,*85
840,490.80,53.00,#,#,#,#,#,#,#,186.69,0.32,25.00,34.85,-3.79,-0.10,-8.10,-0.07,-0.58,-0.01,26.04,0,1000.00,*60
841,491.39,52.30,#,#,#,#,#,#,#,186.40,0.32,25.01,34.86,-6.18,1.89,-6.72,-0.30,0.77,-0.16,25.94,0,1000.00,*BF
842,491.97,52.30,#,#,#,#,#,#,#,186.42,0.32,25.01,34.87,-5.64,2.72,-6.77,-0.26,-0.30,-0.08,25.89,0,1000.00,*5C
843,492.56,52.30,#,#,#,#,#,#,#,186.26,0.32,25.01,34.87,-5.19,1.39,-7.26,0.08,0.00,-0.05,25.94,0,1000.00,*2C
844,493.14,52.30,#,#,#,#,#,#,#,186.22,0.32,25.01,34.88,-6.69,1.26,-7.38,0.12,-0.47,0.49,25.89,0,1000.00,*83
845,493.72,53.00,#,#,#,#,#,#,#,186.39,0.32,25.01,34.88,-6.13,1.44,-7.48,0.13,0.02,-0.04,25.94,0,1000.00,*69
846,494.31,53.00,#,#,#,#,#,#,#,186.36,0.32,25.01,34.88,-6.28,0.58,-7.73,0.06,0.09,0.04,26.04,0,1000.00,*85
